Route_Number,Reason,Occurred_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
M588,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,4,Running Late
M657,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,-1,6,Running Late
M856,Other,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,25 MIN,1,Running Late
M658,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,6,Running Late
M300,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,6,Running Late
M662,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,1,Running Late
M696,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,14,Running Late
K690,Heavy Traffic,07 O'Clock,Brooklyn,PRIDE TRANSPORTATION ,15 MIN,4,Running Late
X215,Other,07 O'Clock,Bronx,"BORO TRANSIT, INC.",35-40 MIN,7,Running Late
M868,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,2,Running Late
M990,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,6,Running Late
Q911,Heavy Traffic,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,30 MIN,3,Running Late
N922,Other,07 O'Clock,Nassau County,"BORO TRANSIT, INC.",10-15 MIN,5,Running Late
M631,Problem Run,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,5,Running Late
M842,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,55 MIN,2,Running Late
W995,Heavy Traffic,08 O'Clock,Brooklyn,"RELIANT TRANS, INC.",20 MIN,4,Running Late
L734,Heavy Traffic,08 O'Clock,Queens,"RELIANT TRANS, INC.",20 MIN,3,Running Late
M688,Accident,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,1 HR,5,Running Late
M795,Other,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,40 MIN,2,Running Late
W613,Heavy Traffic,08 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,3,Running Late
L952,Heavy Traffic,08 O'Clock,Queens,"RELIANT TRANS, INC.",20 MIN,3,Running Late
R587,Heavy Traffic,07 O'Clock,Staten Island,PRIDE TRANSPORTATION ,25 MIN,1,Running Late
M260,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,30 MIN,3,Running Late
K808,Other,07 O'Clock,Brooklyn,HOYT TRANSPORTATION CORP.,45 MIN,2,Running Late
X861,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,10 MIN,4,Running Late
M657,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,9,Running Late
L997,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC.",20 MIN,2,Running Late
M658,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,4,Running Late
K587,Other,07 O'Clock,Brooklyn,PRIDE TRANSPORTATION ,20 MIN,13,Running Late
M300,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,6,Running Late
M802,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,40 MIN,9,Running Late
W646,Heavy Traffic,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,2,Running Late
M532,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,11,Running Late
M998,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,10,Running Late
M868,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,3,Running Late
W794,Heavy Traffic,08 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,3,Running Late
M631,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,5,Running Late
M990,Problem Run,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,7,Running Late
M808,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,6,Running Late
M637,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,9,Running Late
M650,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,4,Running Late
M603,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,40 MIN,7,Running Late
M749,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,6,Running Late
X028,Other,07 O'Clock,Bronx,"BORO TRANSIT, INC.",20-25 MIN,3,Running Late
S700,Accident,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,2 HR,1,Running Late
S900,Heavy Traffic,08 O'Clock,Nassau County,"RELIANT TRANS, INC.",20 MIN,3,Running Late
X363,Heavy Traffic,06 O'Clock,Bronx,"BORO TRANSIT, INC.",25-30 MIN,1,Running Late
M650,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,4,Running Late
N853,Other,07 O'Clock,Nassau County,CONSOLIDATED BUS TRANS. I,1 HR,1,Running Late
M637,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,9,Running Late
M657,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,7,Running Late
K587,Heavy Traffic,07 O'Clock,Brooklyn,PRIDE TRANSPORTATION ,20 MIN,9,Running Late
M300,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,4,Running Late
M696,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,9,Running Late
M990,Problem Run,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,2,Running Late
W925,Other,07 O'Clock,Westchester,HOYT TRANSPORTATION CORP.,20 MIN,3,Running Late
M808,Problem Run,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,8,Running Late
M631,Problem Run,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,4,Running Late
M802,Heavy Traffic,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,9,Running Late
M696,Problem Run,15 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,13,Running Late
X026,Other,07 O'Clock,Bronx,"BORO TRANSIT, INC.",20-25 MIN,2,Running Late
N924,Heavy Traffic,07 O'Clock,Nassau County,"BORO TRANSIT, INC.",35-45 MIN,1,Running Late
M603,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,40 MIN,4,Running Late
X951,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,20 MIN,7,Running Late
M300,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,6,Running Late
M802,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,8,Running Late
M657,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,7,Running Late
K846,Other,07 O'Clock,Brooklyn,HOYT TRANSPORTATION CORP.,30 MIN,4,Running Late
M703,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,5,Running Late
M637,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,9,Running Late
M696,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,9,Running Late
M868,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,3,Running Late
Q911,Heavy Traffic,08 O'Clock,Queens,HOYT TRANSPORTATION CORP.,20 MIN,4,Running Late
L524,Heavy Traffic,08 O'Clock,Queens,"RELIANT TRANS, INC.",20 MIN,4,Running Late
M808,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,3,Running Late
M805,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,3,Running Late
M990,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,4,Running Late
M635,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,6,Running Late
M659,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,4,Running Late
M631,Problem Run,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,5,Running Late
X450,Heavy Traffic,08 O'Clock,Bronx,L & M BUS CORP ,10 MIN,4,Running Late
L734,Heavy Traffic,08 O'Clock,Brooklyn,"RELIANT TRANS, INC.",20 MIN,4,Running Late
M867,Heavy Traffic,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,4,Running Late
W937,Heavy Traffic,08 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,2,Running Late
M210,Heavy Traffic,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,4,Running Late
W793,Flat Tire,15 O'Clock,Westchester,"RELIANT TRANS, INC.",-1,1,Breakdown
M210,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,5,Running Late
M629,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,45 MIN,1,Running Late
M603,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,40 MIN,4,Running Late
M803,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,4,Running Late
M810,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,4,Running Late
M696,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,9,Running Late
M687,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,45 MIN,2,Running Late
K822,Heavy Traffic,07 O'Clock,Brooklyn,HOYT TRANSPORTATION CORP.,30 MIN,3,Running Late
M936,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,3,Running Late
M706,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,5,Running Late
M802,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,9,Running Late
M114,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,2,Running Late
M781,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,45 MIN,3,Running Late
M657,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,7,Running Late
M636,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,6,Running Late
M631,Problem Run,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,5,Running Late
M868,Heavy Traffic,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,3,Running Late
M990,Problem Run,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,3,Running Late
M629,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,2,Running Late
M300,Heavy Traffic,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,4,Running Late
M842,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,4,Running Late
M208,Heavy Traffic,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,6,Running Late
K650,Heavy Traffic,08 O'Clock,Brooklyn,PRIDE TRANSPORTATION ,20 MIN,3,Running Late
K559,Other,14 O'Clock,Brooklyn,PRIDE TRANSPORTATION ,45 MIN,10,Running Late
X060,Other,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,1,Running Late
M038,Heavy Traffic,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,20-25 MIN,3,Running Late
W917,Heavy Traffic,07 O'Clock,Westchester,HOYT TRANSPORTATION CORP.,15 MIN,1,Running Late
M406,Heavy Traffic,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-30 MIN,2,Running Late
M810,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,1,Running Late
N922,Other,07 O'Clock,Nassau County,"BORO TRANSIT, INC.",1 HR,1,Running Late
M802,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,7,Running Late
M803,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,6,Running Late
W957,Heavy Traffic,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,3,Running Late
W978,Heavy Traffic,07 O'Clock,Westchester,"BORO TRANSIT, INC.",20-25 MIN,4,Running Late
L840,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC.",20 MIN,2,Running Late
M868,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,3,Running Late
Q911,Heavy Traffic,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,30 MIN,4,Running Late
M796,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,6,Running Late
M808,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,6,Running Late
M687,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,2,Running Late
M631,Problem Run,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,5,Running Late
M631,Problem Run,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,9,Running Late
M300,Heavy Traffic,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,6,Running Late
M704,Delayed by School,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,1,Running Late
M867,Heavy Traffic,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,4,Running Late
M261,Other,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,2,Running Late
W770,Mechanical Problem,16 O'Clock,Westchester,"RELIANT TRANS, INC.",-1,2,Breakdown
L724,Heavy Traffic,06 O'Clock,Bronx,"RELIANT TRANS, INC.",20 MIN,1,Running Late
W772,Heavy Traffic,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,2,Running Late
W774,Flat Tire,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,2,Running Late
M211,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,1,Running Late
W957,Heavy Traffic,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,4,Running Late
X346,Mechanical Problem,07 O'Clock,Bronx,"BORO TRANSIT, INC.",-1,4,Breakdown
M803,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,4,Running Late
M300,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,5,Running Late
M260,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,1 HR,1,Running Late
Q911,Heavy Traffic,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,40 MIN,4,Running Late
M696,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,9,Running Late
M603,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,7,Running Late
X402,Heavy Traffic,07 O'Clock,Bronx,"BORO TRANSIT, INC.",1 HR,1,Running Late
M757,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,2,Running Late
M802,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,7,Running Late
M687,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,3,Running Late
M210,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,8,Running Late
W944,Heavy Traffic,07 O'Clock,Westchester,HOYT TRANSPORTATION CORP.,20 MIN,3,Running Late
M808,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,6,Running Late
M990,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,6,Running Late
M686,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,40 MIN,1,Running Late
W781,Heavy Traffic,07 O'Clock,Westchester,HOYT TRANSPORTATION CORP.,20 MIN,6,Running Late
M840,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,25 MIN,3,Running Late
M631,Problem Run,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,4,Running Late
M867,Heavy Traffic,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,4,Running Late
X356,Weather Conditions,06 O'Clock,Bronx,"BORO TRANSIT, INC.",20-25 MIN,1,Running Late
M416,Weather Conditions,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-30 MIN,2,Running Late
M260,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,30 MIN,1,Running Late
X063,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC,-1,5,Running Late
M802,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,6,Running Late
X362,Heavy Traffic,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-30 MIN,2,Running Late
M763,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,5,Running Late
X369,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC,15 MIN,6,Running Late
M210,Weather Conditions,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,3,Running Late
M261,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,1,Running Late
X093,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC,15 MIN,8,Running Late
P899,Heavy Traffic,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,30 MIN,1,Running Late
M650,Weather Conditions,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,5,Running Late
M759,Weather Conditions,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,40 MIN,1,Running Late
M657,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,6,Running Late
M686,Weather Conditions,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,2,Running Late
M808,Weather Conditions,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,5,Running Late
M840,Weather Conditions,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,3,Running Late
M803,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,3,Running Late
W953,Heavy Traffic,07 O'Clock,Westchester,HOYT TRANSPORTATION CORP.,15 MIN,3,Running Late
M990,Problem Run,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,4,Running Late
M631,Problem Run,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,40 MIN,4,Running Late
M212,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,7,Running Late
M649,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,3,Running Late
M648,Weather Conditions,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,4,Running Late
M307,Heavy Traffic,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,5,Running Late
M632,Mechanical Problem,12 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,55 MIN,2,Running Late
K823,Mechanical Problem,15 O'Clock,Brooklyn,HOYT TRANSPORTATION CORP.,-1,2,Breakdown
X019,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC,20 MIN,3,Running Late
X047,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC,20 MIN,2,Running Late
Q847,Mechanical Problem,06 O'Clock,Queens,HOYT TRANSPORTATION CORP.,-1,1,Breakdown
M810,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,1 HR,5,Running Late
P834,Heavy Traffic,07 O'Clock,Queens,PRIDE TRANSPORTATION ,45 MIN,2,Running Late
X664,Heavy Traffic,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,3,Running Late
X863,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,40 MIN,6,Running Late
X860,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,40 MIN,2,Running Late
M300,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,30 MIN,8,Running Late
M802,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,8,Running Late
M603,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,4,Running Late
M868,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,5 MIN,2,Running Late
W646,Heavy Traffic,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,4,Running Late
K630,Heavy Traffic,07 O'Clock,Brooklyn,PRIDE TRANSPORTATION ,20 MIN,3,Running Late
W710,Heavy Traffic,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,5,Running Late
M212,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,5,Running Late
M808,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,7,Running Late
W994,Won`t Start,07 O'Clock,Westchester,"RELIANT TRANS, INC.",-1,2,Breakdown
P899,Heavy Traffic,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,-1,1,Running Late
P844,Heavy Traffic,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,1,Running Late
M990,Problem Run,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,3,Running Late
X2015,Late return from Field Trip,12 O'Clock,Bronx,"GRANDPA`S BUS CO., INC.",30 MIN,30,Running Late
M300,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,25 MIN,2,Running Late
M802,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,3,Running Late
X215,Other,07 O'Clock,Bronx,"BORO TRANSIT, INC.",30 MIN,4,Running Late
Q850,Heavy Traffic,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,15 MIN,4,Running Late
M936,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,4,Running Late
M803,Delayed by School,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,3,Running Late
M808,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,6,Running Late
M840,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,3,Running Late
Q911,Heavy Traffic,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,10 MIN,4,Running Late
M631,Problem Run,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,3,Running Late
M998,Heavy Traffic,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,8,Running Late
M990,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,6,Running Late
M867,Heavy Traffic,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,4,Running Late
M704,Heavy Traffic,15 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,2,Running Late
L743,Heavy Traffic,06 O'Clock,Others,"RELIANT TRANS, INC.",20 MIN,1,Running Late
M300,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,5,Running Late
M810,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,5,Running Late
N500,Mechanical Problem,07 O'Clock,Nassau County,"BORO TRANSIT, INC.",-1,8,Breakdown
M567,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,5,Running Late
M210,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,7,Running Late
M802,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,9,Running Late
M659,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,1,Running Late
M868,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,5 MIN,2,Running Late
W938,Heavy Traffic,07 O'Clock,Westchester,HOYT TRANSPORTATION CORP.,20 MIN,1,Running Late
M686,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,6,Running Late
M990,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,6,Running Late
M781,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,4,Running Late
M657,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,10,Running Late
M867,Heavy Traffic,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,4,Running Late
M805,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,3,Running Late
M211,Heavy Traffic,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,5,Running Late
M636,Heavy Traffic,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,5,Running Late
M546,Heavy Traffic,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,2,Running Late
M696,Other,14 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,2,Running Late
X361,Accident,15 O'Clock,Bronx,"BORO TRANSIT, INC.",45 MIN,3,Running Late
X079,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC,15 MIN,1,Running Late
M656,Other,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,3,Running Late
M868,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,1,Running Late
P842,Heavy Traffic,07 O'Clock,Queens,PRIDE TRANSPORTATION ,15 MIN,3,Running Late
M300,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,2,Running Late
M802,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,8,Running Late
M210,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,8,Running Late
M810,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,4,Running Late
M706,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,6,Running Late
P899,Heavy Traffic,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,30 MIN,1,Running Late
M808,Heavy Traffic,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,7,Running Late
M696,Delayed by School,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,2,Running Late
