Route_Number,Reason,Occurred_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
K581,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
M086,Heavy Traffic,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",35-45 MIN,5,Running Late
Y731,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,3,Running Late
X018,Heavy Traffic,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,45 MIN,2,Running Late
X008,Heavy Traffic,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,6,Running Late
X009,Heavy Traffic,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,30-35 MIN,6,Running Late
X391,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
X023,Heavy Traffic,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,5,Running Late
X107,Heavy Traffic,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,5,Running Late
X228,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,19,Running Late
L351,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
M125,Heavy Traffic,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,5,Running Late
X785,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,4,Running Late
M393,Heavy Traffic,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,6,Running Late
Q404,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",25 MIN,6,Running Late
X976,Accident,07 O'Clock,Bronx,G.V.C. LTD. ,45 MIN,3,Running Late
Y949,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",10 MIN,3,Running Late
M161,Heavy Traffic,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,35-45 MIN,4,Running Late
Q150,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,11,Running Late
U913,Heavy Traffic,07 O'Clock,Rockland County,PRIDE TRANSPORTATION ,30 MIN,3,Running Late
M473,Other,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,5,Running Late
L924,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
L702,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
L518,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",25 MIN,9,Running Late
X616,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,8,Running Late
R370,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
J712,Heavy Traffic,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,8,Running Late
J711,Heavy Traffic,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
X490,Heavy Traffic,08 O'Clock,Bronx,G.V.C. LTD. ,8 MIN,7,Running Late
M087,Heavy Traffic,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-35 MIN,6,Running Late
X379,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,11102016 MIN,6,Running Late
W944,Heavy Traffic,08 O'Clock,Westchester,CHILDREN`S TRANS INC. ,15 MIN,1,Running Late
L780,Heavy Traffic,08 O'Clock,Bronx,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
M620,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,1,Running Late
M868,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,15 MIN,5,Running Late
L346,Won`t Start,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",-1,1,Breakdown
X793,Heavy Traffic,08 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,6,Running Late
M753,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,2,Running Late
M138,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
X601,Heavy Traffic,15 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,3,Running Late
Q032,Heavy Traffic,06 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
M772,Heavy Traffic,06 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
L351,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
X205,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,2,Running Late
W899,Heavy Traffic,07 O'Clock,All Boroughs,VAN TRANS LLC ,40 MIN,1,Running Late
X167,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,6,Running Late
W902,Heavy Traffic,07 O'Clock,All Boroughs,VAN TRANS LLC ,45 MIN,1,Running Late
X375,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,7,Running Late
C910,Heavy Traffic,07 O'Clock,All Boroughs,VAN TRANS LLC ,40 MIN,1,Running Late
Q101,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
X205,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,8,Running Late
X399,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,6,Running Late
X199,Heavy Traffic,07 O'Clock,Bronx,"BORO TRANSIT, INC.",35-45 MIN,3,Running Late
L534,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
L707,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
C910,Heavy Traffic,07 O'Clock,Connecticut,VAN TRANS LLC ,15 MIN,1,Running Late
L634,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
X049,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,9,Running Late
X307,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,6,Running Late
W001,Other,07 O'Clock,Westchester,"BORO TRANSIT, INC.",25-35 MIN,2,Running Late
W829,Heavy Traffic,07 O'Clock,All Boroughs,VAN TRANS LLC ,35 MIN,1,Running Late
X262,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
M020,Heavy Traffic,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25 MIN,3,Running Late
L016,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,2,Running Late
M127,Heavy Traffic,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,35-40 MIN,4,Running Late
M718,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,7,Running Late
X024,Other,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,35-45 MIN,5,Running Late
M167,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",10 MIN,9,Running Late
X415,Other,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,35-40 MIN,2,Running Late
Q821,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,3,Running Late
Y943,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,3,Running Late
C907,Heavy Traffic,07 O'Clock,Connecticut,VAN TRANS LLC ,20 MIN,4,Running Late
K349,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
L021,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,1,Running Late
M525,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
X023,Heavy Traffic,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,35-40 MIN,2,Running Late
M226,Other,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,4,Running Late
M535,Other,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
M174,Heavy Traffic,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,35-45 MIN,3,Running Late
X531,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,7,Running Late
M913,Heavy Traffic,07 O'Clock,Manhattan,G.V.C. LTD. ,10 MIN,2,Running Late
Q298,Heavy Traffic,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,6,Running Late
M581,Other,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",30 MIN,5,Running Late
X394,Accident,07 O'Clock,Bronx,"BORO TRANSIT, INC.",45 MIN,3,Running Late
M462,Heavy Traffic,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,1,Running Late
M171,Heavy Traffic,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,1 HR,5,Running Late
X814,Heavy Traffic,07 O'Clock,Bronx,"BORO TRANSIT, INC.",30-40 MIN,4,Running Late
M418,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,9,Running Late
L771,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,4,Running Late
J689,Heavy Traffic,07 O'Clock,New Jersey,"THOMAS BUSES, INC. ",30 MIN,1,Running Late
L780,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
J505,Heavy Traffic,07 O'Clock,New Jersey,"THOMAS BUSES, INC. ",25 MIN,1,Running Late
X785,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,5,Running Late
M067,Other,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
Y938,Heavy Traffic,07 O'Clock,Others,PRIDE TRANSPORTATION ,35 MIN,2,Running Late
W902,Heavy Traffic,07 O'Clock,Westchester,VAN TRANS LLC ,40 MIN,2,Running Late
X717,Won`t Start,08 O'Clock,Bronx,"RELIANT TRANS, INC. ",-1,6,Breakdown
J506,Heavy Traffic,08 O'Clock,New Jersey,"THOMAS BUSES, INC. ",20 MIN,3,Running Late
K877,Heavy Traffic,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,12,Running Late
W947,Heavy Traffic,08 O'Clock,Westchester,CHILDREN`S TRANS INC. ,30 MIN,4,Running Late
M540,Other,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,8,Running Late
P573,Heavy Traffic,08 O'Clock,Others,ACME BUS CORP. ,10 MIN,8,Running Late
J690,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
M038,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,3,Running Late
R698,Heavy Traffic,08 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
M274,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,5,Running Late
M659,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,3,Running Late
M950,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,4,Running Late
L351,Heavy Traffic,09 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
Y922,Heavy Traffic,08 O'Clock,Others,"DON THOMAS BUSES, INC. ",30 MIN,2,Running Late
X937,Heavy Traffic,08 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,8,Running Late
L002,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,1,Running Late
Q456,Mechanical Problem,16 O'Clock,Queens,"RELIANT TRANS, INC. ",-1,1,Breakdown
X601,Heavy Traffic,16 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,4,Running Late
X959,Heavy Traffic,16 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,2,Running Late
M321,Accident,17 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,45 MIN,1,Running Late
L590,Heavy Traffic,06 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
L680,Heavy Traffic,06 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
X349,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,10 MIN,1,Running Late
X376,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,1,Running Late
X348,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,-1,2,Running Late
X339,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,2,Running Late
M718,Heavy Traffic,06 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
Y959,Heavy Traffic,06 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,1,Running Late
Q122,Heavy Traffic,06 O'Clock,Queens,"RELIANT TRANS, INC. ",40 MIN,2,Running Late
L771,Heavy Traffic,06 O'Clock,Brooklyn,B & F SKILLED INC.,45 MIN,1,Running Late
X242,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,2,Running Late
L351,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",25 MIN,6,Running Late
W814,Heavy Traffic,06 O'Clock,Westchester,VAN TRANS LLC ,20 MIN,2,Running Late
X029,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
L963,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
Y888,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,1,Running Late
M543,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
X007,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
X307,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,9,Running Late
Y964,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,1,Running Late
Y650,Heavy Traffic,07 O'Clock,Others,"BORO TRANSIT, INC.",20-25 MIN,3,Running Late
L559,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
X131,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,7,Running Late
K615,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",-1,4,Running Late
M924,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,3,Running Late
Q032,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
M799,Weather Conditions,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",-1,1,Running Late
X344,Weather Conditions,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25 MIN,4,Running Late
X345,Other,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
M909,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
Y749,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,6,Running Late
X234,Weather Conditions,07 O'Clock,Bronx,"BORO TRANSIT, INC.",20-25 MIN,5,Running Late
R624,Weather Conditions,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",-1,9,Running Late
M635,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,8,Running Late
R377,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,2,Running Late
M625,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
Y887,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,2,Running Late
X583,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
L526,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
Y730,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,6,Running Late
K877,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
Q161,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,7,Running Late
L926,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
L021,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,2,Running Late
X000,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,12,Running Late
M160,Heavy Traffic,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25 MIN,4,Running Late
M581,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
X262,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,16,Running Late
X107,Heavy Traffic,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,20-25 MIN,4,Running Late
M636,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
M332,Heavy Traffic,07 O'Clock,Manhattan,G.V.C. LTD. ,20 MIN,5,Running Late
L536,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",25 MIN,10,Running Late
X8668,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,6,Running Late
Q512,Mechanical Problem,07 O'Clock,Queens,"RELIANT TRANS, INC. ",-1,3,Breakdown
J713,Heavy Traffic,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",25 MIN,10,Running Late
M100,Heavy Traffic,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,3,Running Late
X154,Other,07 O'Clock,Bronx,"BORO TRANSIT, INC.",15-20 MIN,5,Running Late
M949,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,2,Running Late
L549,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",30 MIN,2,Running Late
X509,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,5,Running Late
N212,Weather Conditions,07 O'Clock,All Boroughs,VAN TRANS LLC ,30 MIN,3,Running Late
K572,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
X375,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,13,Running Late
L634,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",30 MIN,4,Running Late
X262,Weather Conditions,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,12,Running Late
L785,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
M550,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,7,Running Late
X029,Heavy Traffic,08 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
L644,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
Y501,Weather Conditions,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",20 MIN,3,Running Late
M560,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
Q062,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
X490,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,5 MIN,8,Running Late
M181,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
X973,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,8,Running Late
L707,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,7,Running Late
X073,Heavy Traffic,07 O'Clock,Bronx,"BORO TRANSIT, INC.",15-20 MIN,4,Running Late
L622,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
R677,Heavy Traffic,08 O'Clock,Staten Island,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
Y501,Weather Conditions,08 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,6,Running Late
M520,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
L780,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
L924,Heavy Traffic,08 O'Clock,Queens,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
X431,Weather Conditions,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,20 MIN,6,Running Late
L612,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
M811,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,9,Running Late
L017,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,3,Running Late
K780,Weather Conditions,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",-1,11,Running Late
M868,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,4,Running Late
L640,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
R375,Heavy Traffic,08 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
J712,Weather Conditions,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",-1,8,Running Late
Q417,Heavy Traffic,08 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
L012,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,3,Running Late
X918,Heavy Traffic,08 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,10,Running Late
M502,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,15 MIN,6,Running Late
Y943,Heavy Traffic,08 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,6,Running Late
M536,Won`t Start,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",-1,3,Breakdown
N003,Heavy Traffic,08 O'Clock,Nassau County,VAN TRANS LLC ,15 MIN,4,Running Late
M114,Heavy Traffic,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,35 MIN,2,Running Late
M251,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,5,Running Late
M090,Weather Conditions,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,3,Running Late
W902,Heavy Traffic,08 O'Clock,Westchester,VAN TRANS LLC ,40 MIN,1,Running Late
W944,Heavy Traffic,08 O'Clock,Westchester,CHILDREN`S TRANS INC. ,20 MIN,1,Running Late
U913,Heavy Traffic,07 O'Clock,Rockland County,PRIDE TRANSPORTATION ,20 MIN,1,Running Late
J508,Weather Conditions,08 O'Clock,New Jersey,"THOMAS BUSES, INC. ",45 MIN,1,Running Late
X425,Weather Conditions,08 O'Clock,Bronx,PRIDE TRANSPORTATION ,15 MIN,5,Running Late
W946,Heavy Traffic,08 O'Clock,Westchester,CHILDREN`S TRANS INC. ,20 MIN,2,Running Late
M453,Weather Conditions,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,1,Running Late
W947,Heavy Traffic,08 O'Clock,Westchester,CHILDREN`S TRANS INC. ,30 MIN,1,Running Late
M274,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,3,Running Late
N004,Heavy Traffic,08 O'Clock,Nassau County,"THOMAS BUSES, INC. ",1 HR,1,Running Late
X959,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,8,Running Late
P526,Mechanical Problem,08 O'Clock,Manhattan,ACME BUS CORP. ,-1,5,Breakdown
Q196,Heavy Traffic,08 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,1,Running Late
M418,Heavy Traffic,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,15 MIN,8,Running Late
M462,Heavy Traffic,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,2,Running Late
M038,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,4,Running Late
M035,Heavy Traffic,08 O'Clock,Manhattan,"THOMAS BUSES, INC. ",20 MIN,2,Running Late
Q298,Heavy Traffic,08 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,6,Running Late
M272,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,3,Running Late
L035,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,4,Running Late
Q810,Heavy Traffic,08 O'Clock,Queens,FIRST STEPS TRANSP INC. ,10 MIN,2,Running Late
M772,Weather Conditions,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",-1,5,Running Late
L899,Heavy Traffic,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",30 MIN,4,Running Late
M659,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,2,Running Late
K366,Heavy Traffic,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
Q195,Heavy Traffic,08 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,3,Running Late
Q820,Heavy Traffic,08 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,3,Running Late
L636,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
N617,Heavy Traffic,08 O'Clock,Nassau County,"THOMAS BUSES, INC. ",20 MIN,2,Running Late
L033,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,10 MIN,3,Running Late
M080,Heavy Traffic,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,9,Running Late
M171,Heavy Traffic,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,45 MIN,6,Running Late
M753,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,2,Running Late
J507,Weather Conditions,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",-1,2,Running Late
K809,Heavy Traffic,11 O'Clock,Brooklyn,"BORO TRANSIT, INC.",120 HR,1,Running Late
R627,Mechanical Problem,14 O'Clock,Staten Island,"RELIANT TRANS, INC. ",-1,5,Breakdown
X250,Mechanical Problem,14 O'Clock,Bronx,"BORO TRANSIT, INC.",40 MIN,8,Running Late
X601,Heavy Traffic,16 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,4,Running Late
N994,Mechanical Problem,16 O'Clock,Nassau County,"THOMAS BUSES, INC. ",-1,1,Breakdown
Y965,Heavy Traffic,06 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,1,Running Late
X391,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,4,Running Late
X339,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,4,Running Late
L016,Heavy Traffic,06 O'Clock,Brooklyn,B & F SKILLED INC.,10 MIN,2,Running Late
