Route_Number,Reason,Schools_Serviced,Occurred_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
N922,Other,75777,07 O'Clock,Nassau County,"BORO TRANSIT, INC.",10-15 MIN,5,Running Late
M631,Problem Run,2930,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,5,Running Late
M842,Heavy Traffic,2632,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,55 MIN,2,Running Late
W995,Heavy Traffic,75955,08 O'Clock,Brooklyn,"RELIANT TRANS, INC.",20 MIN,4,Running Late
L734,Heavy Traffic,17862,08 O'Clock,Queens,"RELIANT TRANS, INC.",20 MIN,3,Running Late
M688,Accident,2654,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,1 HR,5,Running Late
M795,Other,1616,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,40 MIN,2,Running Late
W613,Heavy Traffic,75404,08 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,3,Running Late
L952,Heavy Traffic,13685,08 O'Clock,Queens,"RELIANT TRANS, INC.",20 MIN,3,Running Late
M260,Heavy Traffic,2622,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,30 MIN,3,Running Late
K808,Other,22902,07 O'Clock,Brooklyn,HOYT TRANSPORTATION CORP.,45 MIN,2,Running Late
X861,Heavy Traffic,10377,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,10 MIN,4,Running Late
L997,Heavy Traffic,21907,07 O'Clock,Queens,"RELIANT TRANS, INC.",20 MIN,2,Running Late
M658,Heavy Traffic,2911,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,4,Running Late
K587,Other,13012,07 O'Clock,Brooklyn,PRIDE TRANSPORTATION ,20 MIN,13,Running Late
M300,Heavy Traffic,2032,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,6,Running Late
M802,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,40 MIN,9,Running Late
M532,Heavy Traffic,2035,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,11,Running Late
M998,Heavy Traffic,2566,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,10,Running Late
M868,Heavy Traffic,4112,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,3,Running Late
W794,Heavy Traffic,75550,08 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,3,Running Late
M631,Heavy Traffic,2930,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,5,Running Late
M990,Problem Run,2622,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,7,Running Late
M808,Heavy Traffic,2032,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,6,Running Late
M637,Heavy Traffic,2655,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,9,Running Late
M650,Heavy Traffic,3417,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,4,Running Late
M603,Heavy Traffic,2622,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,40 MIN,7,Running Late
M749,Heavy Traffic,3480,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,6,Running Late
X028,Other,7221,07 O'Clock,Bronx,"BORO TRANSIT, INC.",20-25 MIN,3,Running Late
S700,Accident,75436,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,2 HR,1,Running Late
S900,Heavy Traffic,75460,08 O'Clock,Nassau County,"RELIANT TRANS, INC.",20 MIN,3,Running Late
X363,Heavy Traffic,12467,06 O'Clock,Bronx,"BORO TRANSIT, INC.",25-30 MIN,1,Running Late
M650,Heavy Traffic,3417,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,4,Running Late
N853,Other,75907,07 O'Clock,Nassau County,CONSOLIDATED BUS TRANS. I,1 HR,1,Running Late
M637,Heavy Traffic,2655,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,9,Running Late
M657,Problem Run,2911,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,7,Running Late
K587,Heavy Traffic,13012,07 O'Clock,Brooklyn,PRIDE TRANSPORTATION ,20 MIN,9,Running Late
M696,Problem Run,2035,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,9,Running Late
M990,Problem Run,2622,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,2,Running Late
W925,Other,75876,07 O'Clock,Westchester,HOYT TRANSPORTATION CORP.,20 MIN,3,Running Late
M808,Problem Run,2032,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,8,Running Late
M631,Problem Run,2930,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,4,Running Late
M802,Heavy Traffic,2632,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,9,Running Late
X026,Other,7296,07 O'Clock,Bronx,"BORO TRANSIT, INC.",20-25 MIN,2,Running Late
N924,Heavy Traffic,75777,07 O'Clock,Nassau County,"BORO TRANSIT, INC.",35-45 MIN,1,Running Late
M603,Heavy Traffic,2622,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,40 MIN,4,Running Late
M300,Heavy Traffic,2032,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,6,Running Late
M802,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,8,Running Late
M657,Problem Run,2911,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,7,Running Late
K846,Other,23396,07 O'Clock,Brooklyn,HOYT TRANSPORTATION CORP.,30 MIN,4,Running Late
M703,Heavy Traffic,1400,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,5,Running Late
M868,Heavy Traffic,4112,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,3,Running Late
Q911,Heavy Traffic,26443,08 O'Clock,Queens,HOYT TRANSPORTATION CORP.,20 MIN,4,Running Late
L524,Heavy Traffic,22657,08 O'Clock,Queens,"RELIANT TRANS, INC.",20 MIN,4,Running Late
M808,Heavy Traffic,2032,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,3,Running Late
M805,Heavy Traffic,2632,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,3,Running Late
M990,Heavy Traffic,2622,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,4,Running Late
M635,Heavy Traffic,2930,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,6,Running Late
M659,Heavy Traffic,2622,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,4,Running Late
M631,Problem Run,2930,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,5,Running Late
X450,Heavy Traffic,8101,08 O'Clock,Bronx,L & M BUS CORP ,10 MIN,4,Running Late
L734,Heavy Traffic,17862,08 O'Clock,Brooklyn,"RELIANT TRANS, INC.",20 MIN,4,Running Late
M867,Heavy Traffic,4112,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,4,Running Late
W937,Heavy Traffic,75816,08 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,2,Running Late
M210,Heavy Traffic,2622,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,4,Running Late
W793,Flat Tire,75550,15 O'Clock,Westchester,"RELIANT TRANS, INC.",-1,1,Breakdown
M210,Heavy Traffic,2622,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,5,Running Late
M629,Heavy Traffic,2930,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,45 MIN,1,Running Late
M603,Problem Run,2622,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,40 MIN,4,Running Late
M803,Problem Run,2032,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,4,Running Late
M810,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,4,Running Late
M696,Problem Run,2035,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,9,Running Late
M687,Heavy Traffic,2654,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,45 MIN,2,Running Late
M936,Heavy Traffic,1616,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,3,Running Late
M706,Heavy Traffic,1616,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,5,Running Late
M802,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,9,Running Late
M114,Heavy Traffic,6485,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,2,Running Late
M781,Heavy Traffic,2023,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,45 MIN,3,Running Late
M657,Problem Run,2911,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,7,Running Late
M636,Heavy Traffic,2930,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,6,Running Late
M631,Problem Run,2930,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,5,Running Late
M868,Heavy Traffic,4112,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,3,Running Late
M990,Problem Run,2622,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,3,Running Late
M629,Heavy Traffic,2930,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,2,Running Late
M300,Heavy Traffic,2032,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,4,Running Late
M842,Heavy Traffic,2632,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,4,Running Late
M208,Heavy Traffic,2699,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,6,Running Late
K650,Heavy Traffic,13685,08 O'Clock,Brooklyn,PRIDE TRANSPORTATION ,20 MIN,3,Running Late
X060,Other,12486,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,1,Running Late
M038,Heavy Traffic,3480,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,20-25 MIN,3,Running Late
W917,Heavy Traffic,75619,07 O'Clock,Westchester,HOYT TRANSPORTATION CORP.,15 MIN,1,Running Late
M406,Heavy Traffic,1003,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-30 MIN,2,Running Late
M810,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,1,Running Late
N922,Other,75777,07 O'Clock,Nassau County,"BORO TRANSIT, INC.",1 HR,1,Running Late
M802,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,7,Running Late
M803,Problem Run,2032,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,6,Running Late
W957,Heavy Traffic,75908,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,3,Running Late
W978,Heavy Traffic,75615,07 O'Clock,Westchester,"BORO TRANSIT, INC.",20-25 MIN,4,Running Late
L840,Heavy Traffic,13282,07 O'Clock,Brooklyn,"RELIANT TRANS, INC.",20 MIN,2,Running Late
M868,Heavy Traffic,4112,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,3,Running Late
Q911,Heavy Traffic,26443,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,30 MIN,4,Running Late
M796,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,6,Running Late
M808,Heavy Traffic,2032,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,6,Running Late
M687,Heavy Traffic,2654,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,2,Running Late
M631,Problem Run,2930,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,5,Running Late
M631,Problem Run,2930,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,9,Running Late
M300,Heavy Traffic,2032,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,6,Running Late
M704,Delayed by School,1400,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,1,Running Late
M867,Heavy Traffic,4112,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,4,Running Late
M261,Other,2622,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,2,Running Late
L724,Heavy Traffic,18002,06 O'Clock,Bronx,"RELIANT TRANS, INC.",20 MIN,1,Running Late
W772,Heavy Traffic,75442,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,2,Running Late
W774,Flat Tire,75442,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,2,Running Late
M211,Heavy Traffic,2622,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,1,Running Late
W957,Heavy Traffic,75908,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,4,Running Late
X346,Mechanical Problem,8101,07 O'Clock,Bronx,"BORO TRANSIT, INC.",-1,4,Breakdown
M803,Problem Run,2032,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,4,Running Late
M300,Heavy Traffic,2032,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,5,Running Late
M260,Heavy Traffic,2622,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,1 HR,1,Running Late
Q911,Heavy Traffic,26443,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,40 MIN,4,Running Late
M696,Problem Run,2035,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,9,Running Late
M603,Heavy Traffic,2622,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,7,Running Late
X402,Heavy Traffic,12084,07 O'Clock,Bronx,"BORO TRANSIT, INC.",1 HR,1,Running Late
M757,Heavy Traffic,3480,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,2,Running Late
M802,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,7,Running Late
M687,Heavy Traffic,2654,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,3,Running Late
M210,Heavy Traffic,2622,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,8,Running Late
W944,Heavy Traffic,75841,07 O'Clock,Westchester,HOYT TRANSPORTATION CORP.,20 MIN,3,Running Late
M808,Problem Run,2032,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,6,Running Late
M990,Problem Run,2622,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,6,Running Late
M686,Heavy Traffic,2654,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,40 MIN,1,Running Late
W781,Heavy Traffic,75442,07 O'Clock,Westchester,HOYT TRANSPORTATION CORP.,20 MIN,6,Running Late
M840,Heavy Traffic,2632,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,25 MIN,3,Running Late
M631,Problem Run,2930,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,4,Running Late
M867,Heavy Traffic,4112,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,4,Running Late
X356,Weather Conditions,12092,06 O'Clock,Bronx,"BORO TRANSIT, INC.",20-25 MIN,1,Running Late
M416,Weather Conditions,2138,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-30 MIN,2,Running Late
M260,Heavy Traffic,2622,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,30 MIN,1,Running Late
X063,Heavy Traffic,11415,07 O'Clock,Bronx,VAN TRANS LLC,-1,5,Running Late
M802,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,6,Running Late
M763,Heavy Traffic,2035,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,5,Running Late
X369,Heavy Traffic,7454,07 O'Clock,Bronx,VAN TRANS LLC,15 MIN,6,Running Late
M210,Weather Conditions,2622,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,3,Running Late
M261,Heavy Traffic,2622,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,1,Running Late
X093,Heavy Traffic,10444,07 O'Clock,Bronx,VAN TRANS LLC,15 MIN,8,Running Late
P899,Heavy Traffic,30166,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,30 MIN,1,Running Late
M650,Weather Conditions,3417,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,5,Running Late
M759,Weather Conditions,3448,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,40 MIN,1,Running Late
M657,Heavy Traffic,2911,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,6,Running Late
M686,Weather Conditions,2654,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,2,Running Late
M840,Weather Conditions,2632,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,3,Running Late
M803,Heavy Traffic,2032,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,3,Running Late
W953,Heavy Traffic,75847,07 O'Clock,Westchester,HOYT TRANSPORTATION CORP.,15 MIN,3,Running Late
M990,Problem Run,2622,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,4,Running Late
M631,Problem Run,2930,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,40 MIN,4,Running Late
M649,Heavy Traffic,3417,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,3,Running Late
M648,Weather Conditions,3417,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,4,Running Late
M307,Heavy Traffic,3004,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,5,Running Late
X047,Heavy Traffic,11012,06 O'Clock,Bronx,VAN TRANS LLC,20 MIN,2,Running Late
Q847,Mechanical Problem,30469,06 O'Clock,Queens,HOYT TRANSPORTATION CORP.,-1,1,Breakdown
M810,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,1 HR,5,Running Late
X664,Heavy Traffic,8420,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,3,Running Late
X863,Heavy Traffic,10475,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,40 MIN,6,Running Late
X860,Heavy Traffic,8004,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,40 MIN,2,Running Late
M802,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,8,Running Late
M603,Heavy Traffic,2622,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,4,Running Late
M868,Heavy Traffic,4112,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,5 MIN,2,Running Late
W646,Heavy Traffic,75419,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,4,Running Late
K630,Heavy Traffic,15879,07 O'Clock,Brooklyn,PRIDE TRANSPORTATION ,20 MIN,3,Running Late
W710,Heavy Traffic,75420,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,5,Running Late
M212,Heavy Traffic,2655,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,5,Running Late
M808,Problem Run,2032,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,7,Running Late
P899,Heavy Traffic,30166,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,-1,1,Running Late
P844,Heavy Traffic,29405,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,1,Running Late
M990,Problem Run,2622,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,3,Running Late
M300,Heavy Traffic,2032,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,25 MIN,2,Running Late
M802,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,3,Running Late
Q850,Heavy Traffic,"2,448,828,220",07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,15 MIN,4,Running Late
M936,Heavy Traffic,1616,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,4,Running Late
M803,Delayed by School,2032,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,3,Running Late
M808,Problem Run,2032,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,6,Running Late
M840,Heavy Traffic,2632,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,3,Running Late
Q911,Heavy Traffic,"2,644,326,447",07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,10 MIN,4,Running Late
M631,Problem Run,2930,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,3,Running Late
M998,Heavy Traffic,2566,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,8,Running Late
M990,Heavy Traffic,2622,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,6,Running Late
M867,Heavy Traffic,4112,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,4,Running Late
L743,Heavy Traffic,14435,06 O'Clock,Others,"RELIANT TRANS, INC.",20 MIN,1,Running Late
M300,Heavy Traffic,2032,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,5,Running Late
M810,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,5,Running Late
N500,Mechanical Problem,75627,07 O'Clock,Nassau County,"BORO TRANSIT, INC.",-1,8,Breakdown
M567,Heavy Traffic,2169,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,5,Running Late
M210,Heavy Traffic,2622,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,7,Running Late
M802,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,9,Running Late
M659,Heavy Traffic,2622,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,1,Running Late
M868,Heavy Traffic,4112,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,5 MIN,2,Running Late
W938,Heavy Traffic,75816,07 O'Clock,Westchester,HOYT TRANSPORTATION CORP.,20 MIN,1,Running Late
M686,Heavy Traffic,2654,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,6,Running Late
M781,Heavy Traffic,2023,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,4,Running Late
M657,Heavy Traffic,2911,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,10,Running Late
M867,Heavy Traffic,4112,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,4,Running Late
M805,Heavy Traffic,2632,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,3,Running Late
M211,Heavy Traffic,2622,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,5,Running Late
M636,Heavy Traffic,2930,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,5,Running Late
M696,Other,2035,14 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,2,Running Late
X079,Heavy Traffic,11674,06 O'Clock,Bronx,VAN TRANS LLC,15 MIN,1,Running Late
M868,Heavy Traffic,4112,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,1,Running Late
P842,Heavy Traffic,28402,07 O'Clock,Queens,PRIDE TRANSPORTATION ,15 MIN,3,Running Late
M300,Heavy Traffic,2032,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,2,Running Late
M802,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,8,Running Late
M210,Heavy Traffic,2622,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,8,Running Late
M810,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,4,Running Late
M706,Heavy Traffic,1001,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,6,Running Late
P899,Heavy Traffic,30166,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,30 MIN,1,Running Late
M808,Heavy Traffic,2032,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,7,Running Late
M696,Delayed by School,2035,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,2,Running Late
M211,Heavy Traffic,2622,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,8,Running Late
M631,Heavy Traffic,2930,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,3,Running Late
M990,Heavy Traffic,2622,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,6,Running Late
K678,Won`t Start,15411,08 O'Clock,Brooklyn,PRIDE TRANSPORTATION ,-1,4,Breakdown
M805,Heavy Traffic,2632,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,3,Running Late
M696,Delayed by School,2035,14 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,2,Running Late
X081,Other,8464,06 O'Clock,Bronx,VAN TRANS LLC,30 MIN,2,Running Late
N500,Heavy Traffic,75627,07 O'Clock,Nassau County,"BORO TRANSIT, INC.",15-20 MIN,3,Running Late
M802,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,6,Running Late
M661,Heavy Traffic,2622,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,4,Running Late
M211,Heavy Traffic,2622,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,5,Running Late
W728,Other,75434,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,2,Running Late
M300,Heavy Traffic,2032,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,6,Running Late
W958,Other,75908,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,2,Running Late
M210,Heavy Traffic,2622,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,6,Running Late
W954,Other,75908,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,2,Running Late
W752,Other,75442,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,3,Running Late
W646,Heavy Traffic,75419,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,3,Running Late
K808,Heavy Traffic,22902,08 O'Clock,Brooklyn,HOYT TRANSPORTATION CORP.,10 MIN,5,Running Late
M631,Heavy Traffic,2930,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,1240,Running Late
M802,Heavy Traffic,2632,06 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,5,Running Late
M502,Heavy Traffic,3475,06 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-30 MIN,2,Running Late
M210,Heavy Traffic,2622,06 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,5,Running Late
M211,Heavy Traffic,2622,06 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,6,Running Late
P842,Heavy Traffic,28402,06 O'Clock,Queens,PRIDE TRANSPORTATION ,15 MIN,4,Running Late
