Route_Number,Reason,Schools_Serviced,Occurred_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
K575,Other,22001,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",30 MIN,1,Running Late
X262,Heavy Traffic,10007,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
X205,Heavy Traffic,8100,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,10,Running Late
X142,Heavy Traffic,8101,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,10,Running Late
Q298,Heavy Traffic,24422,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,6,Running Late
R354,Mechanical Problem,31025,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",-1,5,Breakdown
Y989,Heavy Traffic,11688,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,3,Running Late
W814,Heavy Traffic,75470,07 O'Clock,Westchester,VAN TRANS LLC ,20 MIN,2,Running Late
W943,Heavy Traffic,75407,07 O'Clock,All Boroughs,VAN TRANS LLC ,20 MIN,2,Running Late
W903,Heavy Traffic,75420,07 O'Clock,Westchester,VAN TRANS LLC ,20 MIN,2,Running Late
X391,Other,10020,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,12,Running Late
M913,Heavy Traffic,2002,07 O'Clock,Manhattan,G.V.C. LTD. ,10 MIN,2,Running Late
M563,Heavy Traffic,2198,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
K629,Mechanical Problem,18003,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",-1,9,Breakdown
X695,Heavy Traffic,8072,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,6,Running Late
Q223,Other,24721,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,1 HR,3,Running Late
Q819,Heavy Traffic,29443,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,1,Running Late
K732,Heavy Traffic,18003,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
K517,Heavy Traffic,15088,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
M247,Heavy Traffic,2909,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,4,Running Late
J714,Heavy Traffic,75003,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
M918,Heavy Traffic,2089,07 O'Clock,Manhattan,G.V.C. LTD. ,20 MIN,5,Running Late
L536,Heavy Traffic,13307,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,10,Running Late
M710,Heavy Traffic,2654,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,4,Running Late
M251,Heavy Traffic,2909,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,5,Running Late
M605,Accident,2158,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,7,Running Late
M418,Problem Run,4001,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,9,Running Late
M194,Heavy Traffic,2909,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,14,Running Late
M502,Heavy Traffic,4839,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,5,Running Late
X516,Heavy Traffic,11012,08 O'Clock,Bronx,G.V.C. LTD. ,5 MIN,6,Running Late
Q817,Problem Run,28402,08 O'Clock,Queens,FIRST STEPS TRANSP INC. ,45 MIN,3,Running Late
K606,Accident,14435,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,10,Running Late
M305,Mechanical Problem,3417,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,45 MIN,6,Running Late
L535,Heavy Traffic,13020,08 O'Clock,Others,"RELIANT TRANS, INC. ",25 MIN,1,Running Late
N756,Accident,75907,07 O'Clock,Nassau County,"BORO TRANSIT, INC.",45-1 HR,2,Running Late
M899,Heavy Traffic,2531,08 O'Clock,Manhattan,"THOMAS BUSES, INC. ",15 MIN,1,Running Late
M753,Heavy Traffic,2611,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,3,Running Late
M950,Heavy Traffic,2734,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,2,Running Late
X280,Heavy Traffic,10020,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,2,Running Late
X391,Heavy Traffic,10020,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,1,Running Late
L353,Heavy Traffic,14018,06 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
X391,Heavy Traffic,10020,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,3,Running Late
X060,Heavy Traffic,11019,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,3,Running Late
X245,Heavy Traffic,10344,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,4,Running Late
L616,Heavy Traffic,32106,06 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
L366,Heavy Traffic,19036,06 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
M913,Heavy Traffic,2002,06 O'Clock,Manhattan,G.V.C. LTD. ,10 MIN,2,Running Late
X001,Heavy Traffic,11556,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,3,Running Late
X785,Heavy Traffic,10445,06 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,6,Running Late
C902,Heavy Traffic,75666,07 O'Clock,Connecticut,VAN TRANS LLC ,20 MIN,1,Running Late
M513,Other,2490,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,3,Running Late
X080,Heavy Traffic,7296,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,2,Running Late
X065,Heavy Traffic,11003,07 O'Clock,Bronx,VAN TRANS LLC ,25 MIN,4,Running Late
Q821,Problem Run,24343,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,2,Running Late
Y977,Other,12486,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,3,Running Late
Q101,Heavy Traffic,24087,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
Y946,Other,10331,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,2,Running Late
Y942,Heavy Traffic,11465,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,1,Running Late
L970,Mechanical Problem,14031,07 O'Clock,Others,"RELIANT TRANS, INC. ",-1,1,Breakdown
M462,Problem Run,6209,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,1,Running Late
Q569,Heavy Traffic,25431,07 O'Clock,Queens,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
L364,Heavy Traffic,19466,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
K492,Heavy Traffic,14380,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
Y504,Heavy Traffic,11688,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,3,Running Late
X178,Heavy Traffic,12098,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
X020,Heavy Traffic,11012,07 O'Clock,Bronx,VAN TRANS LLC ,-1,16,Running Late
X449,Heavy Traffic,8101,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,7,Running Late
X348,Heavy Traffic,11458,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,7,Running Late
M235,Heavy Traffic,2006,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
Y749,Heavy Traffic,11144,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,5,Running Late
M114,Mechanical Problem,3417,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,45 MIN,2,Running Late
X375,Heavy Traffic,11949,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,12,Running Late
X531,Heavy Traffic,12486,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,4,Running Late
Q161,Heavy Traffic,28471,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
R709,Heavy Traffic,31469,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,8,Running Late
X793,Heavy Traffic,10368,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,3,Running Late
X737,Heavy Traffic,8460,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
L771,Heavy Traffic,17904,07 O'Clock,Manhattan,B & F SKILLED INC.,10 MIN,3,Running Late
Y501,Heavy Traffic,11816,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,3,Running Late
X149,Heavy Traffic,8130,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,12,Running Late
L034,Heavy Traffic,17460,07 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,4,Running Late
Y505,Heavy Traffic,11816,07 O'Clock,Others,PRIDE TRANSPORTATION ,20 MIN,2,Running Late
Y751,Heavy Traffic,11910,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,40 MIN,2,Running Late
K786,Heavy Traffic,13369,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
J697,Heavy Traffic,75437,08 O'Clock,New Jersey,THOMAS BUSES INC ,45 MIN,2,Running Late
L926,Heavy Traffic,17138,08 O'Clock,Bronx,"RELIANT TRANS, INC. ",25 MIN,6,Running Late
L680,Heavy Traffic,20685,08 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
Q831,Heavy Traffic,24490,08 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,2,Running Late
Q817,Problem Run,28402,08 O'Clock,Queens,FIRST STEPS TRANSP INC. ,45 MIN,3,Running Late
M752,Heavy Traffic,2611,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
M329,Won`t Start,4171,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",-1,7,Breakdown
M453,Heavy Traffic,2566,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,4,Running Late
M753,Heavy Traffic,2611,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,2,Running Late
X076,Other,11949,06 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,1,Running Late
X246,Heavy Traffic,10024,06 O'Clock,Bronx,VAN TRANS LLC ,25 MIN,2,Running Late
X484,Heavy Traffic,10569,06 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,4,Running Late
X005,Heavy Traffic,12486,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
X275,Heavy Traffic,9022,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,4,Running Late
W002,Other,75615,07 O'Clock,Westchester,"BORO TRANSIT, INC.",25-30 MIN,3,Running Late
X849,Heavy Traffic,10444,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,5,Running Late
X256,Other,10037,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,4,Running Late
Q821,Heavy Traffic,24343,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,4,Running Late
X262,Heavy Traffic,10007,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,7,Running Late
M462,Heavy Traffic,6209,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,1,Running Late
X307,Heavy Traffic,9009,07 O'Clock,Bronx,VAN TRANS LLC ,40 MIN,6,Running Late
X814,Heavy Traffic,7030,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,4,Running Late
X054,Heavy Traffic,11068,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,7,Running Late
X344,Other,10377,07 O'Clock,Bronx,"BORO TRANSIT, INC.",15-20 MIN,5,Running Late
X391,Heavy Traffic,10020,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,10,Running Late
M302,Heavy Traffic,3408,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
X674,Heavy Traffic,8146,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,5,Running Late
X374,Heavy Traffic,11181,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,15-20 MIN,5,Running Late
K646,Heavy Traffic,19002,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
X303,Other,9011,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-30 MIN,4,Running Late
Q223,Heavy Traffic,24721,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,50 MIN,1,Running Late
L536,Heavy Traffic,13307,07 O'Clock,Queens,"RELIANT TRANS, INC. ",25 MIN,10,Running Late
Q305,Heavy Traffic,26179,07 O'Clock,Queens,"RELIANT TRANS, INC. ",-1,12,Running Late
X149,Heavy Traffic,8130,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,17,Running Late
M235,Heavy Traffic,2006,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
K957,Heavy Traffic,16409,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
Y950,Other,10081,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",45 MIN,2,Running Late
X238,Heavy Traffic,10094,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,8,Running Late
X776,Heavy Traffic,10884,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,4,Running Late
W901,Heavy Traffic,75470,07 O'Clock,Westchester,VAN TRANS LLC ,20 MIN,2,Running Late
L926,Heavy Traffic,17138,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
Q817,Problem Run,28402,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,45 MIN,2,Running Late
M519,Heavy Traffic,4002,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
Y946,Heavy Traffic,10331,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,4,Running Late
R541,Heavy Traffic,31004,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",20 MIN,7,Running Late
L590,Heavy Traffic,17904,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
M483,Other,3191,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,45 MIN,2,Running Late
X651,Heavy Traffic,12084,08 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,3,Running Late
Y961,Other,9117,08 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",20 MIN,3,Running Late
X496,Heavy Traffic,8410,08 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,1,Running Late
X405,Accident,12486,08 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,45 MIN,6,Running Late
M659,Heavy Traffic,2035,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,15 MIN,4,Running Late
W821,Heavy Traffic,75404,08 O'Clock,Westchester,THOMAS BUSES INC ,45 MIN,4,Running Late
X057,Heavy Traffic,11181,06 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
Y946,Heavy Traffic,10331,06 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,2,Running Late
X058,Heavy Traffic,11153,06 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
Y919,Heavy Traffic,8468,06 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,1,Running Late
X262,Heavy Traffic,10007,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,5,Running Late
X076,Heavy Traffic,11949,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,5,Running Late
X038,Heavy Traffic,12467,06 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,20-25 MIN,3,Running Late
X238,Heavy Traffic,10094,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,7,Running Late
X087,Heavy Traffic,7434,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,4,Running Late
X065,Heavy Traffic,11003,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,6,Running Late
X382,Heavy Traffic,11076,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,9,Running Late
X730,Heavy Traffic,11087,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",30 MIN,3,Running Late
X391,Heavy Traffic,10020,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,6,Running Late
Y912,Heavy Traffic,8901,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,1,Running Late
M913,Heavy Traffic,2002,07 O'Clock,Manhattan,G.V.C. LTD. ,10 MIN,2,Running Late
C901,Heavy Traffic,75666,07 O'Clock,All Boroughs,VAN TRANS LLC ,30 MIN,1,Running Late
K483,Heavy Traffic,17533,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
X374,Heavy Traffic,11181,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,4,Running Late
X427,Heavy Traffic,8072,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,3,Running Late
Y915,Heavy Traffic,8100,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,1,Running Late
M635,Heavy Traffic,3279,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
K357,Heavy Traffic,13433,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
X009,Heavy Traffic,12486,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,30-40 MIN,1,Running Late
Y730,Heavy Traffic,11688,07 O'Clock,Manhattan,"DON THOMAS BUSES, INC. ",15 MIN,5,Running Late
L526,Heavy Traffic,13307,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
L366,Heavy Traffic,19036,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
M020,Heavy Traffic,3475,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-35 MIN,5,Running Late
X449,Heavy Traffic,8101,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,7,Running Late
X412,Heavy Traffic,10360,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,5,Running Late
Q298,Heavy Traffic,24422,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,5,Running Late
L556,Heavy Traffic,13528,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
Y964,Heavy Traffic,9035,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,1,Running Late
Q821,Heavy Traffic,24343,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,4,Running Late
M221,Heavy Traffic,2601,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-30 MIN,3,Running Late
M462,Heavy Traffic,6209,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,1,Running Late
M038,Mechanical Problem,4657,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,-1,1,Breakdown
Q486,Heavy Traffic,30230,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,10 MIN,1,Running Late
X776,Heavy Traffic,10884,07 O'Clock,Bronx,G.V.C. LTD. ,5 MIN,6,Running Late
M483,Heavy Traffic,3191,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,2,Running Late
L562,Heavy Traffic,15051,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
X349,Heavy Traffic,11519,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,14,Running Late
J739,Heavy Traffic,75003,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
J505,Heavy Traffic,75565,07 O'Clock,New Jersey,"THOMAS BUSES, INC. ",1 HR,1,Running Late
K957,Heavy Traffic,16409,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,14,Running Late
Q088,Heavy Traffic,28284,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
X204,Heavy Traffic,8100,07 O'Clock,Bronx,VAN TRANS LLC ,10 MIN,13,Running Late
L536,Heavy Traffic,13307,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,10,Running Late
M054,Heavy Traffic,3480,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,15 MIN,5,Running Late
M968,Heavy Traffic,2986,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,15 MIN,4,Running Late
Q822,Heavy Traffic,28402,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,2,Running Late
M968,Heavy Traffic,2986,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,15 MIN,3,Running Late
M067,Heavy Traffic,2138,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
M799,Heavy Traffic,3208,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
M235,Heavy Traffic,2006,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
M719,Heavy Traffic,4108,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
M171,Heavy Traffic,2465,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,6,Running Late
L926,Heavy Traffic,17138,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
J718,Heavy Traffic,75003,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
Q817,Heavy Traffic,28402,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,45 MIN,3,Running Late
M614,Heavy Traffic,5133,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
R627,Heavy Traffic,31028,08 O'Clock,Staten Island,"RELIANT TRANS, INC. ",20 MIN,13,Running Late
L580,Heavy Traffic,15261,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
W791,Heavy Traffic,75955,07 O'Clock,Westchester,CHILDREN`S TRANS INC. ,30 MIN,1,Running Late
L590,Heavy Traffic,17904,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
U923,Heavy Traffic,75810,08 O'Clock,Rockland County,"DON THOMAS BUSES, INC. ",20 MIN,4,Running Late
L631,Heavy Traffic,20415,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
M519,Heavy Traffic,4002,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
J714,Heavy Traffic,75003,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
L780,Heavy Traffic,16035,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
X496,Delayed by School,8410,08 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,1,Running Late
R546,Accident,31009,08 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
M228,Heavy Traffic,2799,08 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,05- MIN,11,Running Late
K880,Heavy Traffic,20488,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
M321,Heavy Traffic,2814,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,30 MIN,9,Running Late
L016,Heavy Traffic,20443,08 O'Clock,Bronx,B & F SKILLED INC.,10 MIN,4,Running Late
L623,Heavy Traffic,17862,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
X490,Heavy Traffic,12486,08 O'Clock,Bronx,G.V.C. LTD. ,5 MIN,12,Running Late
M927,Heavy Traffic,1867,08 O'Clock,Manhattan,G.V.C. LTD. ,10 MIN,2,Running Late
M218,Heavy Traffic,1003,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,25 MIN,2,Running Late
M266,Heavy Traffic,2930,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,3,Running Late
W776,Other,75944,08 O'Clock,Westchester,ALL COUNTY BUS LLC , MIN,1,Running Late
M899,Heavy Traffic,2531,08 O'Clock,Manhattan,"THOMAS BUSES, INC. ",40 MIN,1,Running Late
X058,Other,11415,08 O'Clock,Bronx,VAN TRANS LLC,30 MIN,10,Running Late
M704,Problem Run,1378,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,4,Running Late
L735,Heavy Traffic,17862,07 O'Clock,Brooklyn,"RELIANT TRANS, INC.",20 MIN,3,Running Late
K587,Mechanical Problem,13461,08 O'Clock,Brooklyn,PRIDE TRANSPORTATION ,30 MIN,6,Running Late
M208,Heavy Traffic,2699,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,3,Running Late
M802,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,6,Running Late
M871,Heavy Traffic,4657,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,2 MIN,5,Running Late
M696,Problem Run,2035,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,6,Running Late
M307,Heavy Traffic,3004,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,25 MIN,9,Running Late
M526,Heavy Traffic,2444,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,6,Running Late
M802,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,8,Running Late
X077,Mechanical Problem,11458,08 O'Clock,Bronx,VAN TRANS LLC,-1,10,Breakdown
L726,Heavy Traffic,18002,07 O'Clock,Others,"RELIANT TRANS, INC.",30 MIN,6,Running Late
X355,Heavy Traffic,8101,07 O'Clock,Bronx,VAN TRANS LLC,30 MIN,5,Running Late
M631,Heavy Traffic,2930,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,5,Running Late
K402,Other,23392,09 O'Clock,Brooklyn,ADDIES,60 MIN,1,Running Late
K623,Heavy Traffic,21228,06 O'Clock,Brooklyn,PRIDE TRANSPORTATION ,30 MIN,1,Running Late
X019,Heavy Traffic,7475,06 O'Clock,Bronx,VAN TRANS LLC,20 MIN,1,Running Late
X113,Heavy Traffic,10003,07 O'Clock,Bronx,VAN TRANS LLC,15 MIN,4,Running Late
M636,Problem Run,2930,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,1 HR,6,Running Late
M802,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,20 MIN,9,Running Late
M300,Heavy Traffic,2032,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,9,Running Late
M657,Problem Run,2911,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,10,Running Late
W954,Heavy Traffic,75908,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,5,Running Late
M657,Problem Run,2911,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,9,Running Late
R587,Heavy Traffic,31970,07 O'Clock,Staten Island,PRIDE TRANSPORTATION ,25 MIN,1,Running Late
W646,Heavy Traffic,75419,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,2,Running Late
M300,Heavy Traffic,2032,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,4,Running Late
X951,Heavy Traffic,10264,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,20 MIN,7,Running Late
